Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Remove Parameter,load_aligned,load_aligned,lib/faces_detect.py/DetectedFace,101.0,94.0,['The parameters [ padding ] of the method load_aligned from the module lib/faces_detect.py in class DetectedFace is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Remove Parameter,__init__,__init__,lib/gui/command.py/CommandNotebook,18.0,17.0,['The parameters [ cli_options tk_vars scaling_factor ] of the method __init__ from the module lib/gui/command.py in class CommandNotebook is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Add Parameter,build_one_control,build_one_control,lib/gui/command.py/OptionControl,252.0,254.0,['The parameters [ min_max ] are added to the method build_one_control from the module lib/gui/command.py in class OptionControl'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Remove Parameter,add_action_button,add_action_button,lib/gui/command.py/ActionFrame,390.0,418.0,['The parameters [ tk_vars ] of the method add_action_button from the module lib/gui/command.py in class ActionFrame is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Remove Parameter,add_util_buttons,add_util_buttons,lib/gui/command.py/ActionFrame,418.0,447.0,['The parameters [ cli_options tk_vars ] of the method add_util_buttons from the module lib/gui/command.py in class ActionFrame is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Remove Parameter,__init__,__init__,lib/gui/display.py/DisplayNotebook,17.0,21.0,['The parameters [ session tk_vars scaling_factor ] of the method __init__ from the module lib/gui/display.py in class DisplayNotebook is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Remove Parameter,add_static_tabs,add_static_tabs,lib/gui/display.py/DisplayNotebook,34.0,40.0,['The parameters [ scaling_factor ] of the method add_static_tabs from the module lib/gui/display.py in class DisplayNotebook is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Remove Parameter,__init__,__init__,lib/gui/display_analysis.py/Analysis,17.0,21.0,['The parameters [ scaling_factor ] of the method __init__ from the module lib/gui/display_analysis.py in class Analysis is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Remove Parameter,add_main_frame,add_main_frame,lib/gui/display_analysis.py/Analysis,31.0,37.0,['The parameters [ scaling_factor ] of the method add_main_frame from the module lib/gui/display_analysis.py in class Analysis is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Remove Parameter,__init__,__init__,lib/gui/display_analysis.py/StatsData,148.0,186.0,['The parameters [ filename scaling_factor ] of the method __init__ from the module lib/gui/display_analysis.py in class StatsData is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Remove Parameter,__init__,__init__,lib/gui/utils.py/Images,170.0,198.0,['The parameters [ pathcache ] of the method __init__ from the module lib/gui/utils.py in class Images is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Remove Parameter,__init__,__init__,lib/gui/utils.py/ConsoleOut,354.0,385.0,['The parameters [ tk_vars ] of the method __init__ from the module lib/gui/utils.py in class ConsoleOut is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Add Parameter,add_queue,add_queue,lib/queue_manager.py/QueueManager,40.0,40.0,['The parameters [ multiprocessing_queue ] are added to the method add_queue from the module lib/queue_manager.py in class QueueManager'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Remove Parameter,align_face,align_face,scripts/extract.py/Extract,214.0,214.0,['The parameters [ padding ] of the method align_face from the module scripts/extract.py in class Extract is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Rename Method,process_thread,training,scripts/train.py/Train,84.0,126.0,['The method process_thread from the module scripts/train.py in class Train is renamed to training'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Remove Parameter,extracted_to_alignment,extracted_to_alignment,tools/lib_alignments/jobs_manual.py/MouseHandler,980.0,980.0,['The parameters [ self ] of the method extracted_to_alignment from the module tools/lib_alignments/jobs_manual.py in class MouseHandler is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Remove Parameter,__init__,__init__,tools/lib_alignments/media.py/ExtractedFaces,277.0,277.0,['The parameters [ padding ] of the method __init__ from the module tools/lib_alignments/media.py in class ExtractedFaces is/are removed'],cd00859c40a4bf94cbab0583882cc23a67c87e67,,,,,,,
Add Parameter,_get_detected_face,_get_detected_face,tools/mask/mask.py/Mask,336.0,387.0,['The parameters [ cls ] are added to the method _get_detected_face from the module tools/mask/mask.py in class Mask'],cd94b7e046ded7a4969e1adebc5f869444230901,,,,,,,
Change/Rename Parameter,__init__,__init__,scripts/gui.py/ActionFrame,171.0,665.0,['The parameters [ gui ] of the method __init__ from the module scripts/gui.py in class ActionFrame are changed/renamed to [utils]'],ce2aa6a7b7dcb702a8bf649d9023f49233994218,,,,,,,
Rename Method,add_action_buttons,add_action_button,scripts/gui.py/ActionFrame,204.0,680.0,['The method add_action_buttons from the module scripts/gui.py in class ActionFrame is renamed to add_action_button'],ce2aa6a7b7dcb702a8bf649d9023f49233994218,,,,,,,
Change/Rename Parameter,__init__,__init__,scripts/gui.py/CommandTab,253.0,511.0,['The parameters [ gui ] of the method __init__ from the module scripts/gui.py in class CommandTab are changed/renamed to [utils]'],ce2aa6a7b7dcb702a8bf649d9023f49233994218,,,,,,,
Rename Method,add_frame_seperator,add_frame_separator,scripts/gui.py/CommandTab,272.0,529.0,['The method add_frame_seperator from the module scripts/gui.py in class CommandTab is renamed to add_frame_separator'],ce2aa6a7b7dcb702a8bf649d9023f49233994218,,,,,,,
Remove Parameter,__init__,__init__,scripts/gui.py/TKGui,425.0,1094.0,['The parameters [ parser ] of the method __init__ from the module scripts/gui.py in class TKGui is/are removed'],ce2aa6a7b7dcb702a8bf649d9023f49233994218,,,,,,,
Add Parameter,__init__,__init__,lib/gui/control_helper.py/FileBrowser,1172.0,1209.0,['The parameters [ style ] are added to the method __init__ from the module lib/gui/control_helper.py in class FileBrowser'],cff0f5698b635d890765b07e56bd17d5e2399b67,,,,,,,
Remove Parameter,_get_extractor,_get_extractor,tools/mask/mask.py/Mask,146.0,82.0,['The parameters [ exclude_gpus ] of the method _get_extractor from the module tools/mask/mask.py in class Mask is/are removed'],d0a8d5981251ae091f1182fa42f392ffa932987a,,,,,,,
Add Parameter,__init__,__init__,lib/multithreading.py/FixedProducerDispatcher,108.0,108.0,['The parameters [ in_queue out_queue ] are added to the method __init__ from the module lib/multithreading.py in class FixedProducerDispatcher'],d14b11b98e5f31b13a554f47ca4b32477318074e,,,,,,,
Change/Rename Parameter,get_next,get_next,plugins/train/trainer/_base.py/Batcher,216.0,218.0,['The parameters [ is_preview_iteration ] of the method get_next from the module plugins/train/trainer/_base.py in class Batcher are changed/renamed to [do_preview]'],d14b11b98e5f31b13a554f47ca4b32477318074e,,,,,,,
Change/Rename Parameter,train_one_batch,train_one_batch,plugins/train/trainer/_base.py/Batcher,208.0,210.0,['The parameters [ is_preview_iteration ] of the method train_one_batch from the module plugins/train/trainer/_base.py in class Batcher are changed/renamed to [do_preview]'],d14b11b98e5f31b13a554f47ca4b32477318074e,,,,,,,
Extract Method,check_cuda,check_cuda_linux,setup.py,,, The method check_cuda_linux from the module setup.py is extracted from method check_cuda from the module setup.py ,d1705b08cdd747c1d37c578c8de2fa407cc520cf,"(173,286)",294.0,"[176.0, 179.0, 180.0, 181.0, 185.0, 186.0, 188.0, 189.0, 190.0]",,,,
Remove Parameter,get_landmarks,get_landmarks,tools/sort.py/Sort,129.0,130.0,['The parameters [ self ] of the method get_landmarks from the module tools/sort.py in class Sort is/are removed'],d21179562523332d410be15f3d757a2d2713491f,,,,,,,
Add Parameter,launch_aligner,launch_aligner,tools/sort.py/Sort,84.0,84.0,['The parameters [ loglevel ] are added to the method launch_aligner from the module tools/sort.py in class Sort'],d21179562523332d410be15f3d757a2d2713491f,,,,,,,
Add Parameter,read_image_hash,read_image_hash,lib/image.py,342.0,342.0,['The parameters [ output_shape ] are added to the method read_image_hash from the module lib/image.py'],d392dfbdf7df617a26e64b6f57b440654608ba1f,,,,,,,
Add Parameter,read_image_hash_batch,read_image_hash_batch,lib/image.py,365.0,370.0,['The parameters [ output_shape ] are added to the method read_image_hash_batch from the module lib/image.py'],d392dfbdf7df617a26e64b6f57b440654608ba1f,,,,,,,
Remove Parameter,__init__,__init__,plugins/train/model/_base.py/ModelBase,97.0,95.0,['The parameters [ training_image_size ] of the method __init__ from the module plugins/train/model/_base.py in class ModelBase is/are removed'],d392dfbdf7df617a26e64b6f57b440654608ba1f,,,,,,,
Remove Parameter,__init__,__init__,plugins/train/model/_base.py/State,1084.0,1080.0,['The parameters [ training_image_size ] of the method __init__ from the module plugins/train/model/_base.py in class State is/are removed'],d392dfbdf7df617a26e64b6f57b440654608ba1f,,,,,,,
Add Parameter,_update_viewport,_update_viewport,tools/manual/faceviewer/viewport.py/Viewport,124.0,130.0,['The parameters [ refresh_annotations ] are added to the method _update_viewport from the module tools/manual/faceviewer/viewport.py in class Viewport'],d392dfbdf7df617a26e64b6f57b440654608ba1f,,,,,,,
Add Parameter,update,update,tools/manual/faceviewer/viewport.py/Viewport,115.0,115.0,['The parameters [ refresh_annotations ] are added to the method update from the module tools/manual/faceviewer/viewport.py in class Viewport'],d392dfbdf7df617a26e64b6f57b440654608ba1f,,,,,,,
Add Parameter,convert_one_image,convert_one_image,lib/faces_process.py,11.0,11.0,['The parameters [ swap_model use_aligner ] are added to the method convert_one_image from the module lib/faces_process.py'],d493cadeca8cc1aa64e30ee76abb57e1400ff084,,,,,,,
Add Parameter,_update_legacy_facesets,_update_legacy_facesets,plugins/train/trainer/_base.py/_TrainingAlignments,1193.0,1193.0,['The parameters [ image_list ] are added to the method _update_legacy_facesets from the module plugins/train/trainer/_base.py in class _TrainingAlignments'],d4c4c8c2e9e2269c76223d2fb935323b051291a8,,,,,,,
Change/Rename Parameter,__init__,__init__,tools/preview.py/ActionFrame,652.0,654.0,['The parameters [ selected_mask ] of the method __init__ from the module tools/preview.py in class ActionFrame are changed/renamed to [selected_mask_type]'],d60b0c38c8319c40d715bba327f6c96dbdaf86af,,,,,,,
Rename Method,axes_limits_set,_axes_limits_set,lib/gui/display_graph.py/GraphBase,156.0,129.0,['The method axes_limits_set from the module lib/gui/display_graph.py in class GraphBase is renamed to _axes_limits_set'],d6a3372eb01b9b7bf3969eb34b253f5ea8175afa,,,,,,,
Rename Method,axes_limits_set_default,_axes_limits_set_default,lib/gui/display_graph.py/GraphBase,150.0,123.0,['The method axes_limits_set_default from the module lib/gui/display_graph.py in class GraphBase is renamed to _axes_limits_set_default'],d6a3372eb01b9b7bf3969eb34b253f5ea8175afa,,,,,,,
Rename Method,axes_set_yscale,_axes_set_yscale,lib/gui/display_graph.py/GraphBase,186.0,176.0,['The method axes_set_yscale from the module lib/gui/display_graph.py in class GraphBase is renamed to _axes_set_yscale'],d6a3372eb01b9b7bf3969eb34b253f5ea8175afa,,,,,,,
Rename Method,initiate_graph,_initiate_graph,lib/gui/display_graph.py/GraphBase,100.0,66.0,['The method initiate_graph from the module lib/gui/display_graph.py in class GraphBase is renamed to _initiate_graph'],d6a3372eb01b9b7bf3969eb34b253f5ea8175afa,,,,,,,
Rename Method,legend_place,_legend_place,lib/gui/display_graph.py/GraphBase,246.0,294.0,['The method legend_place from the module lib/gui/display_graph.py in class GraphBase is renamed to _legend_place'],d6a3372eb01b9b7bf3969eb34b253f5ea8175afa,,,,,,,
Rename Method,lines_groupsize,_lines_groupsize,lib/gui/display_graph.py/GraphBase,209.0,215.0,['The method lines_groupsize from the module lib/gui/display_graph.py in class GraphBase is renamed to _lines_groupsize'],d6a3372eb01b9b7bf3969eb34b253f5ea8175afa,,,,,,,
Rename Method,toolbar_place,_toolbar_place,lib/gui/display_graph.py/GraphBase,251.0,299.0,['The method toolbar_place from the module lib/gui/display_graph.py in class GraphBase is renamed to _toolbar_place'],d6a3372eb01b9b7bf3969eb34b253f5ea8175afa,,,,,,,
Rename Method,update_plot,_update_plot,lib/gui/display_graph.py/GraphBase,112.0,78.0,['The method update_plot from the module lib/gui/display_graph.py in class GraphBase is renamed to _update_plot'],d6a3372eb01b9b7bf3969eb34b253f5ea8175afa,,,,,,,
Rename Method,add_callback,_add_callback,lib/gui/display_graph.py/TrainingGraph,274.0,338.0,['The method add_callback from the module lib/gui/display_graph.py in class TrainingGraph is renamed to _add_callback'],d6a3372eb01b9b7bf3969eb34b253f5ea8175afa,,,,,,,
Rename Method,resize_fig,_resize_fig,lib/gui/display_graph.py/TrainingGraph,330.0,400.0,['The method resize_fig from the module lib/gui/display_graph.py in class TrainingGraph is renamed to _resize_fig'],d6a3372eb01b9b7bf3969eb34b253f5ea8175afa,,,,,,,
Add Parameter,cuda_version_linux,cuda_version_linux,lib/sysinfo.py/SysInfo,212.0,232.0,['The parameters [ self ] are added to the method cuda_version_linux from the module lib/sysinfo.py in class SysInfo'],d6dfbf120320a8ecf4aa0d5035f5b68a2769d493,,,,,,,
Add Parameter,cuda_version_windows,cuda_version_windows,lib/sysinfo.py/SysInfo,229.0,251.0,['The parameters [ self ] are added to the method cuda_version_windows from the module lib/sysinfo.py in class SysInfo'],d6dfbf120320a8ecf4aa0d5035f5b68a2769d493,,,,,,,
Rename Method,add_frame,_add_frame,lib/gui/display.py/DisplayNotebook,54.0,72.0,['The method add_frame from the module lib/gui/display.py in class DisplayNotebook is renamed to _add_frame'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,add_static_tabs,_add_static_tabs,lib/gui/display.py/DisplayNotebook,40.0,55.0,['The method add_static_tabs from the module lib/gui/display.py in class DisplayNotebook is renamed to _add_static_tabs'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,command_display,_command_display,lib/gui/display.py/DisplayNotebook,61.0,85.0,['The method command_display from the module lib/gui/display.py in class DisplayNotebook is renamed to _command_display'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,convert_tabs,_convert_tabs,lib/gui/display.py/DisplayNotebook,87.0,125.0,['The method convert_tabs from the module lib/gui/display.py in class DisplayNotebook is renamed to _convert_tabs'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,extract_tabs,_extract_tabs,lib/gui/display.py/DisplayNotebook,67.0,96.0,['The method extract_tabs from the module lib/gui/display.py in class DisplayNotebook is renamed to _extract_tabs'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,remove_tabs,_remove_tabs,lib/gui/display.py/DisplayNotebook,94.0,136.0,['The method remove_tabs from the module lib/gui/display.py in class DisplayNotebook is renamed to _remove_tabs'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,train_tabs,_train_tabs,lib/gui/display.py/DisplayNotebook,75.0,113.0,['The method train_tabs from the module lib/gui/display.py in class DisplayNotebook is renamed to _train_tabs'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,update_displaybook,_update_displaybook,lib/gui/display.py/DisplayNotebook,105.0,147.0,['The method update_displaybook from the module lib/gui/display.py in class DisplayNotebook is renamed to _update_displaybook'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,__init__,__init__,lib/gui/display_analysis.py/Analysis,22.0,34.0,['The parameters [ tabname ] of the method __init__ from the module lib/gui/display_analysis.py in class Analysis are changed/renamed to [tab_name]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,clear_session,_clear_session,lib/gui/display_analysis.py/Analysis,189.0,210.0,['The method clear_session from the module lib/gui/display_analysis.py in class Analysis is renamed to _clear_session'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,populate_from_folder,_populate_from_folder,lib/gui/display_analysis.py/Analysis,84.0,128.0,['The method populate_from_folder from the module lib/gui/display_analysis.py in class Analysis is renamed to _populate_from_folder'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,remove_current_session,_remove_current_session,lib/gui/display_analysis.py/Analysis,49.0,116.0,['The method remove_current_session from the module lib/gui/display_analysis.py in class Analysis is renamed to _remove_current_session'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,reset_session,_reset_session,lib/gui/display_analysis.py/Analysis,142.0,253.0,['The method reset_session from the module lib/gui/display_analysis.py in class Analysis is renamed to _reset_session'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,reset_session_info,_reset_session_info,lib/gui/display_analysis.py/Analysis,79.0,123.0,['The method reset_session_info from the module lib/gui/display_analysis.py in class Analysis is renamed to _reset_session_info'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,save_session,_save_session,lib/gui/display_analysis.py/Analysis,201.0,271.0,['The method save_session from the module lib/gui/display_analysis.py in class Analysis is renamed to _save_session'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,set_session_summary,_set_session_summary,lib/gui/display_analysis.py/Analysis,159.0,180.0,['The method set_session_summary from the module lib/gui/display_analysis.py in class Analysis is renamed to _set_session_summary'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,update_current_session,on_tab_select,lib/gui/display_analysis.py/Analysis,42.0,67.0,['The method update_current_session from the module lib/gui/display_analysis.py in class Analysis is renamed to on_tab_select'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,__init__,__init__,lib/gui/display_command.py/GraphDisplay,176.0,193.0,['The parameters [ tabname ] of the method __init__ from the module lib/gui/display_command.py in class GraphDisplay are changed/renamed to [tab_name]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,__init__,__init__,lib/gui/display_page.py/DisplayPage,17.0,17.0,['The parameters [ tabname ] of the method __init__ from the module lib/gui/display_page.py in class DisplayPage are changed/renamed to [tab_name]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,__init__,__init__,lib/gui/display_page.py/DisplayOptionalPage,153.0,166.0,['The parameters [ tabname ] of the method __init__ from the module lib/gui/display_page.py in class DisplayOptionalPage are changed/renamed to [tab_name]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,set_log_filenames,_get_log_filenames,lib/gui/stats.py/TensorBoardLogs,35.0,37.0,['The method set_log_filenames from the module lib/gui/stats.py in class TensorBoardLogs is renamed to _get_log_filenames'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Remove Parameter,get_loss,get_loss,lib/gui/stats.py/TensorBoardLogs,53.0,64.0,['The parameters [ side ] of the method get_loss from the module lib/gui/stats.py in class TensorBoardLogs is/are removed'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,total_loss_keys,_total_loss_keys,lib/gui/stats.py/Session,208.0,239.0,['The method total_loss_keys from the module lib/gui/stats.py in class Session is renamed to _total_loss_keys'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,get_raw,_get_raw,lib/gui/stats.py/Calculations,385.0,416.0,['The method get_raw from the module lib/gui/stats.py in class Calculations is renamed to _get_raw'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,crash_handler,_crash_handler,lib/logger.py,153.0,273.0,['The method crash_handler from the module lib/logger.py is renamed to _crash_handler'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,faceswap_logrecord,_faceswap_logrecord,lib/logger.py,192.0,341.0,['The method faceswap_logrecord from the module lib/logger.py is renamed to _faceswap_logrecord'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,set_root_logger,_set_root_logger,lib/logger.py,93.0,152.0,['The method set_root_logger from the module lib/logger.py is renamed to _set_root_logger'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,stream_handler,_stream_handler,lib/logger.py,135.0,240.0,['The method stream_handler from the module lib/logger.py is renamed to _stream_handler'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,log_setup,log_setup,lib/logger.py,100.0,170.0,['The parameters [ logfile ] of the method log_setup from the module lib/logger.py are changed/renamed to [log_file]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,check_valid,_check_valid,lib/model/backup_restore.py/Backup,26.0,34.0,['The method check_valid from the module lib/model/backup_restore.py in class Backup is renamed to _check_valid'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,get_log_dirs,_get_log_dirs,lib/model/backup_restore.py/Backup,143.0,197.0,['The method get_log_dirs from the module lib/model/backup_restore.py in class Backup is renamed to _get_log_dirs'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,get_session_names,_get_session_names,lib/model/backup_restore.py/Backup,132.0,186.0,['The method get_session_names from the module lib/model/backup_restore.py in class Backup is renamed to _get_session_names'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,move_archived,_move_archived,lib/model/backup_restore.py/Backup,89.0,131.0,['The method move_archived from the module lib/model/backup_restore.py in class Backup is renamed to _move_archived'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,restore_files,_restore_files,lib/model/backup_restore.py/Backup,106.0,154.0,['The method restore_files from the module lib/model/backup_restore.py in class Backup is renamed to _restore_files'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,restore_logs,_restore_logs,lib/model/backup_restore.py/Backup,120.0,168.0,['The method restore_logs from the module lib/model/backup_restore.py in class Backup is renamed to _restore_logs'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,backup_model,backup_model,lib/model/backup_restore.py/Backup,47.0,69.0,['The parameters [ fullpath ] of the method backup_model from the module lib/model/backup_restore.py in class Backup are changed/renamed to [full_path]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,__init__,__init__,lib/model/initializers.py/ConvolutionAware,183.0,204.0,['The parameters [ init ] of the method __init__ from the module lib/model/initializers.py in class ConvolutionAware are changed/renamed to [initialized]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,_postprocess_conv2d_output,_postprocess_conv2d_output,lib/model/layers.py/SubPixelUpscaling,312.0,318.0,['The parameters [ input_tensor ] of the method _postprocess_conv2d_output from the module lib/model/layers.py in class SubPixelUpscaling are changed/renamed to [inputs]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,_preprocess_conv2d_input,_preprocess_conv2d_input,lib/model/layers.py/SubPixelUpscaling,336.0,342.0,['The parameters [ input_tensor ] of the method _preprocess_conv2d_input from the module lib/model/layers.py in class SubPixelUpscaling are changed/renamed to [inputs]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,call,call,lib/model/layers.py/ReflectionPadding2D,449.0,459.0,['The parameters [ x ] of the method call from the module lib/model/layers.py in class ReflectionPadding2D are changed/renamed to [var_x]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Add Parameter,__init__,__init__,lib/model/session.py/KSession,39.0,49.0,['The parameters [ exclude_gpus ] are added to the method __init__ from the module lib/model/session.py in class KSession'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,supported_indices,_experimental_indices,lib/plaidml_tools.py/PlaidMLStats,79.0,102.0,['The method supported_indices from the module lib/plaidml_tools.py in class PlaidMLStats is renamed to _experimental_indices'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,get_all_devices,_get_all_devices,lib/plaidml_tools.py/PlaidMLStats,155.0,201.0,['The method get_all_devices from the module lib/plaidml_tools.py in class PlaidMLStats is renamed to _get_all_devices'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,get_supported_devices,_get_supported_devices,lib/plaidml_tools.py/PlaidMLStats,142.0,181.0,['The method get_supported_devices from the module lib/plaidml_tools.py in class PlaidMLStats is renamed to _get_supported_devices'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,ids,_ids,lib/plaidml_tools.py/PlaidMLStats,65.0,97.0,['The method ids from the module lib/plaidml_tools.py in class PlaidMLStats is renamed to _ids'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,load_active_devices,_load_active_devices,lib/plaidml_tools.py/PlaidMLStats,171.0,224.0,['The method load_active_devices from the module lib/plaidml_tools.py in class PlaidMLStats is renamed to _load_active_devices'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,set_largest_gpu,_set_largest_gpu,lib/plaidml_tools.py/PlaidMLStats,181.0,235.0,['The method set_largest_gpu from the module lib/plaidml_tools.py in class PlaidMLStats is renamed to _set_largest_gpu'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,experimental_indices,_supported_indices,lib/plaidml_tools.py/PlaidMLStats,88.0,112.0,['The method experimental_indices from the module lib/plaidml_tools.py in class PlaidMLStats is renamed to _supported_indices'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,download_model,_download_model,lib/utils.py/GetModel,365.0,489.0,['The method download_model from the module lib/utils.py in class GetModel is renamed to _download_model'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,get,_get,lib/utils.py/GetModel,356.0,479.0,['The method get from the module lib/utils.py in class GetModel is renamed to _get'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,unzip_model,_unzip_model,lib/utils.py/GetModel,416.0,548.0,['The method unzip_model from the module lib/utils.py in class GetModel is renamed to _unzip_model'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,write_model,_write_model,lib/utils.py/GetModel,426.0,558.0,['The method write_model from the module lib/utils.py in class GetModel is renamed to _write_model'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,write_zipfile,_write_zipfile,lib/utils.py/GetModel,393.0,517.0,['The method write_zipfile from the module lib/utils.py in class GetModel is renamed to _write_zipfile'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Rename Method,_model_path,model_path,lib/utils.py/GetModel,298.0,421.0,['The method _model_path from the module lib/utils.py in class GetModel is renamed to model_path'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,deprecation_warning,deprecation_warning,lib/utils.py,206.0,289.0,['The parameters [ func_name ] of the method deprecation_warning from the module lib/utils.py are changed/renamed to [function]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Change/Rename Parameter,set_system_verbosity,set_system_verbosity,lib/utils.py,184.0,261.0,['The parameters [ loglevel ] of the method set_system_verbosity from the module lib/utils.py are changed/renamed to [log_level]'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/_base.py/Extractor,104.0,104.0,['The parameters [ exclude_gpus ] are added to the method __init__ from the module plugins/extract/_base.py in class Extractor'],d8557c1970939ee9bb90bd41edcd86c6fcf84d19,,,,,,,
