Refactoring Type,Original,Updated,Location,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Description,Commit,Original Line,Updated Line,Old Location,New Location,Old Method Line,New Method Line
Add Parameter,set_params_and_defaults,set_params_and_defaults,auto_ml/predictor.py/Predictor,,,,['The parameters [ advanced_analytics analytics_config ] are added to the method set_params_and_defaults from the module auto_ml/predictor.py in class Predictor'],cbd5c5791698ab62d344b9e47c677612b841ab94,297.0,297.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ advanced_analytics analytics_config ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],cbd5c5791698ab62d344b9e47c677612b841ab94,454.0,470.0,,,,
Add Parameter,_print_ml_analytics_results_linear_model,_print_ml_analytics_results_linear_model,auto_ml/predictor.py/Predictor,,,,['The parameters [ trained_model_for_analytics ] are added to the method _print_ml_analytics_results_linear_model from the module auto_ml/predictor.py in class Predictor'],ccbebc02ecfb3571469ec0d353cdfc7862b10805,1072.0,1074.0,,,,
Add Parameter,_print_ml_analytics_results_random_forest,_print_ml_analytics_results_random_forest,auto_ml/predictor.py/Predictor,,,,['The parameters [ trained_model_for_analytics ] are added to the method _print_ml_analytics_results_random_forest from the module auto_ml/predictor.py in class Predictor'],ccbebc02ecfb3571469ec0d353cdfc7862b10805,1028.0,1030.0,,,,
Add Parameter,print_results,print_results,auto_ml/predictor.py/Predictor,,,,['The parameters [ model ] are added to the method print_results from the module auto_ml/predictor.py in class Predictor'],ccbebc02ecfb3571469ec0d353cdfc7862b10805,676.0,678.0,,,,
Add Parameter,_construct_pipeline,_construct_pipeline,auto_ml/predictor.py/Predictor,,,,['The parameters [ prediction_intervals ] are added to the method _construct_pipeline from the module auto_ml/predictor.py in class Predictor'],cd80090c8398dd12aa75945d8622762fddf8bc02,117.0,117.0,,,,
Add Parameter,fit_single_pipeline,fit_single_pipeline,auto_ml/predictor.py/Predictor,,,,['The parameters [ prediction_intervals ] are added to the method fit_single_pipeline from the module auto_ml/predictor.py in class Predictor'],cd80090c8398dd12aa75945d8622762fddf8bc02,704.0,714.0,,,,
Add Parameter,set_params_and_defaults,set_params_and_defaults,auto_ml/predictor.py/Predictor,,,,['The parameters [ prediction_intervals ] are added to the method set_params_and_defaults from the module auto_ml/predictor.py in class Predictor'],cd80090c8398dd12aa75945d8622762fddf8bc02,299.0,302.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ prediction_intervals ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],cd80090c8398dd12aa75945d8622762fddf8bc02,525.0,532.0,,,,
Add Parameter,train_ml_estimator,train_ml_estimator,auto_ml/predictor.py/Predictor,,,,['The parameters [ prediction_intervals ] are added to the method train_ml_estimator from the module auto_ml/predictor.py in class Predictor'],cd80090c8398dd12aa75945d8622762fddf8bc02,918.0,928.0,,,,
Add Parameter,test_include_bad_y_vals_predict_classification,test_include_bad_y_vals_predict_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] are added to the method test_include_bad_y_vals_predict_classification from the module tests/api_coverage_tests_classifiers.py'],d2d51d658b9f9f66bbaacfc3305f62ea3ef115f0,233.0,143.0,,,,
Add Parameter,test_include_bad_y_vals_train_classification,test_include_bad_y_vals_train_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] are added to the method test_include_bad_y_vals_train_classification from the module tests/api_coverage_tests_classifiers.py'],d2d51d658b9f9f66bbaacfc3305f62ea3ef115f0,205.0,115.0,,,,
Add Parameter,test_optimize_final_model_classification,test_optimize_final_model_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] are added to the method test_optimize_final_model_classification from the module tests/api_coverage_tests_classifiers.py'],d2d51d658b9f9f66bbaacfc3305f62ea3ef115f0,18.0,18.0,,,,
Add Parameter,test_pass_in_list_of_dictionaries_predict_classification,test_pass_in_list_of_dictionaries_predict_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] are added to the method test_pass_in_list_of_dictionaries_predict_classification from the module tests/api_coverage_tests_classifiers.py'],d2d51d658b9f9f66bbaacfc3305f62ea3ef115f0,180.0,90.0,,,,
Add Parameter,test_pass_in_list_of_dictionaries_train_classification,test_pass_in_list_of_dictionaries_train_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] are added to the method test_pass_in_list_of_dictionaries_train_classification from the module tests/api_coverage_tests_classifiers.py'],d2d51d658b9f9f66bbaacfc3305f62ea3ef115f0,155.0,65.0,,,,
Move Method,test_linear_model_analytics_classification,test_linear_model_analytics_classification,,,,, method test_linear_model_analytics_classification from the module tests/api_coverage_tests_classifiers.py was moved to module tests/basic_tests.py ,d2d51d658b9f9f66bbaacfc3305f62ea3ef115f0,,,tests/api_coverage_tests_classifiers.py,tests/basic_tests.py,283.0,329.0
Add Parameter,verify_features,verify_features,auto_ml/utils_model_training.py/FinalModelATC,,,,['The parameters [ raw_features_only ] are added to the method verify_features from the module auto_ml/utils_model_training.py in class FinalModelATC'],d30aa3f884c51cc060e26d38a8c648f9744f43c1,83.0,93.0,,,,
Extract Method,train,_create_uncertainty_model,auto_ml/predictor.py/Predictor,"(525,525)",565.0,"[548.0, 553.0, 555.0, 557.0, 558.0, 559.0, 560.0, 564.0, 568.0, 569.0, 588.0, 590.0, 591.0, 596.0, 598.0, 601.0, 611.0, 613.0, 614.0, 617.0, 618.0, 619.0, 620.0, 622.0, 623.0, 624.0, 625.0, 627.0, 630.0, 631.0, 632.0, 634.0, 635.0, 636.0, 639.0, 641.0, 642.0, 643.0, 646.0, 647.0, 648.0, 649.0, 651.0, 669.0]", The method _create_uncertainty_model from the module auto_ml/predictor.py in class Predictor is extracted from method train from the module auto_ml/predictor.py in class Predictor ,d39e11dce771b8c9a664f2df29ec35698a2d692c,,,,,,
Add Parameter,__init__,__init__,auto_ml/utils_model_training.py/FinalModelATC,,,,['The parameters [ X_test y_test ] are added to the method __init__ from the module auto_ml/utils_model_training.py in class FinalModelATC'],d467c2cb70a128d8e1d87ee520a068d39cbb7e75,26.0,26.0,,,,
Change/Rename Parameter,__init__,__init__,auto_ml/utils_model_training.py/FinalModelATC,,,,['The parameters [ scoring_method ] of the method __init__ from the module auto_ml/utils_model_training.py in class FinalModelATC are changed/renamed to [_scorer]'],d4df7ec75fcc2b57574bcc948b8139bf891f1b9b,33.0,33.0,,,,
Add Parameter,_print_ml_analytics_results_linear_model,_print_ml_analytics_results_linear_model,auto_ml/predictor.py/Predictor,,,,['The parameters [ feature_responses ] are added to the method _print_ml_analytics_results_linear_model from the module auto_ml/predictor.py in class Predictor'],d60d9f4d2ba24eb8cee1d436cca43d7fd7aebc54,1050.0,1089.0,,,,
Add Parameter,_print_ml_analytics_results_random_forest,_print_ml_analytics_results_random_forest,auto_ml/predictor.py/Predictor,,,,['The parameters [ feature_responses ] are added to the method _print_ml_analytics_results_random_forest from the module auto_ml/predictor.py in class Predictor'],d60d9f4d2ba24eb8cee1d436cca43d7fd7aebc54,1006.0,1026.0,,,,
Add Parameter,print_results,print_results,auto_ml/predictor.py/Predictor,,,,['The parameters [ model X y ] are added to the method print_results from the module auto_ml/predictor.py in class Predictor'],d60d9f4d2ba24eb8cee1d436cca43d7fd7aebc54,654.0,669.0,,,,
Add Parameter,write_gs_param_results_to_file,write_gs_param_results_to_file,auto_ml/utils.py,,,,['The parameters [ most_recent_filename ] are added to the method write_gs_param_results_to_file from the module auto_ml/utils.py'],d6700a0b23d3601c9154358b6cea9802c698c7ce,223.0,223.0,,,,
Add Parameter,__init__,__init__,auto_ml/utils_model_training.py/FinalModelATC,,,,['The parameters [ keep_cat_features ] are added to the method __init__ from the module auto_ml/utils_model_training.py in class FinalModelATC'],d68e1b963dc28a7a25006460ffe198512f13e0bd,35.0,35.0,,,,
Add Parameter,make_deep_learning_model,make_deep_learning_model,auto_ml/utils.py,,,,['The parameters [ optimizer dropout_rate weight_constraint shape ] are added to the method make_deep_learning_model from the module auto_ml/utils.py'],d81225771b5e8e6b4f0769af70908ab2cd87c89f,356.0,365.0,,,,
Remove Parameter,_validate_input_col_descriptions,_validate_input_col_descriptions,auto_ml/predictor.py/Predictor,,,,['The parameters [ column_descriptions ] of the method _validate_input_col_descriptions from the module auto_ml/predictor.py in class Predictor is/are removed'],d9e29d9af0fc909ae7f14d902c97df4dba706a52,65.0,65.0,,,,
Add Parameter,rmse_scoring,rmse_scoring,auto_ml/utils.py,,,,['The parameters [ scoring ] are added to the method rmse_scoring from the module auto_ml/utils.py'],dc42a78c40ee5fd142c220abcb243be3cf38bc04,906.0,909.0,,,,
Rename Method,_print_ml_analytics_results_regression,_print_ml_analytics_results_linear_model,auto_ml/predictor.py/Predictor,,,,['The method _print_ml_analytics_results_regression from the module auto_ml/predictor.py in class Predictor is renamed to _print_ml_analytics_results_linear_model'],dcbdb8ced8ce2212819bd3c87368c9e6acc5bb27,794.0,804.0,,,,
Change/Rename Parameter,_construct_pipeline,_construct_pipeline,auto_ml/predictor.py/Predictor,,,,['The parameters [ prediction_intervals ] of the method _construct_pipeline from the module auto_ml/predictor.py in class Predictor are changed/renamed to [prediction_interval]'],de44a5b16a6008e81255fdea72d366ce41e3206d,117.0,117.0,,,,
Change/Rename Parameter,fit_single_pipeline,fit_single_pipeline,auto_ml/predictor.py/Predictor,,,,['The parameters [ prediction_intervals ] of the method fit_single_pipeline from the module auto_ml/predictor.py in class Predictor are changed/renamed to [prediction_interval]'],de44a5b16a6008e81255fdea72d366ce41e3206d,714.0,751.0,,,,
Change/Rename Parameter,train_ml_estimator,train_ml_estimator,auto_ml/predictor.py/Predictor,,,,['The parameters [ prediction_intervals ] of the method train_ml_estimator from the module auto_ml/predictor.py in class Predictor are changed/renamed to [prediction_interval]'],de44a5b16a6008e81255fdea72d366ce41e3206d,928.0,968.0,,,,
Move Method,test_all_algos_regression,test_all_algos_regression,,,,, method test_all_algos_regression from the module tests/api_coverage_tests_regressors.py was moved to module tests/basic_tests.py ,df6f11f154b048c70c91fe79ae145c7b56b9079d,,,tests/api_coverage_tests_regressors.py,tests/basic_tests.py,160.0,376.0
Remove Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ optimize_entire_pipeline ] of the method train from the module auto_ml/predictor.py in class Predictor is/are removed'],e11a8bb4375b537cb1a1cecc9d7d2dccba5a4892,322.0,322.0,,,,
Rename Method,perform_grid_search_by_model_names,train_pipeline,auto_ml/predictor.py/Predictor,,,,['The method perform_grid_search_by_model_names from the module auto_ml/predictor.py in class Predictor is renamed to train_pipeline'],e11a8bb4375b537cb1a1cecc9d7d2dccba5a4892,479.0,515.0,,,,
Add Parameter,make_deep_learning_model,make_deep_learning_model,auto_ml/utils_models.py,,,,['The parameters [ kernel_initializer ] are added to the method make_deep_learning_model from the module auto_ml/utils_models.py'],e2e7833ab7a864655fa576eec6339cf431e3f47f,554.0,557.0,,,,
Extract Method,_print_ml_analytics_results_random_forest,_join_and_print_analytics_results,auto_ml/predictor.py/Predictor,"(1026,1055)",1030.0,"[1056.0, 1059.0, 1060.0, 1061.0, 1062.0, 1063.0, 1064.0, 1065.0, 1066.0, 1067.0, 1068.0, 1069.0, 1074.0]", The method _join_and_print_analytics_results from the module auto_ml/predictor.py in class Predictor is extracted from method _print_ml_analytics_results_random_forest from the module auto_ml/predictor.py in class Predictor ,e6bc2e29b7825e15f4e0e95d74e43910d69875cc,,,,,,
Add Parameter,__init__,__init__,auto_ml/utils.py/ExtendedPipeline,,,,['The parameters [ training_features ] are added to the method __init__ from the module auto_ml/utils.py in class ExtendedPipeline'],e7630ca67a813279138abe09ae260ace54ff860b,259.0,259.0,,,,
Add Parameter,__init__,__init__,auto_ml/predictor.py/Predictor,,,,['The parameters [ _is_subpredictor ] are added to the method __init__ from the module auto_ml/predictor.py in class Predictor'],e80adf58dd3501b35bb513d566e8865cce5f9473,50.0,50.0,,,,
Extract Method,load_keras_model,load_ml_model,auto_ml/utils_models.py,"(480,513)",479.0,"[483.0, 484.0, 486.0, 487.0, 488.0, 489.0, 492.0, 494.0, 495.0, 499.0, 510.0]", The method load_ml_model from the module auto_ml/utils_models.py is extracted from method load_keras_model from the module auto_ml/utils_models.py ,e87334a5fbe16bd1f16357b452036b578ca3b5f8,,,,,,
Rename Method,test_optimize_final_model_classification,test_perform_feature_scaling_true_classification,tests/api_coverage_tests_classifiers.py,,,,['The method test_optimize_final_model_classification from the module tests/api_coverage_tests_classifiers.py is renamed to test_perform_feature_scaling_true_classification'],e87334a5fbe16bd1f16357b452036b578ca3b5f8,18.0,94.0,,,,
Rename Method,getting_single_predictions_nlp_date_multilabel_classification,getting_single_predictions_multilabel_classification,tests/classifiers.py,,,,['The method getting_single_predictions_nlp_date_multilabel_classification from the module tests/classifiers.py is renamed to getting_single_predictions_multilabel_classification'],e87334a5fbe16bd1f16357b452036b578ca3b5f8,392.0,170.0,,,,
Move Method,age_bucketing,age_bucketing,,,,, method age_bucketing from the module tests/classifiers.py was moved to module tests/api_coverage_tests_classifiers.py ,e87334a5fbe16bd1f16357b452036b578ca3b5f8,,,tests/classifiers.py,tests/api_coverage_tests_classifiers.py,190.0,152.0
Move Method,define_buckets,define_buckets,,,,, method define_buckets from the module tests/classifiers.py was moved to module tests/api_coverage_tests_classifiers.py ,e87334a5fbe16bd1f16357b452036b578ca3b5f8,,,tests/classifiers.py,tests/api_coverage_tests_classifiers.py,192.0,154.0
Move Method,test_nlp_multilabel_classification,test_nlp_multilabel_classification,,,,, method test_nlp_multilabel_classification from the module tests/classifiers.py was moved to module tests/api_coverage_tests_classifiers.py ,e87334a5fbe16bd1f16357b452036b578ca3b5f8,,,tests/classifiers.py,tests/api_coverage_tests_classifiers.py,281.0,242.0
Remove Parameter,__init__,__init__,auto_ml/predictor.py/Predictor,,,,['The parameters [ _is_subpredictor ] of the method __init__ from the module auto_ml/predictor.py in class Predictor is/are removed'],edd4c6c0c9c472a2c961c14d772e996be825efc4,50.0,50.0,,,,
Remove Parameter,_construct_pipeline,_construct_pipeline,auto_ml/predictor.py/Predictor,,,,['The parameters [ preprocessing_only ] of the method _construct_pipeline from the module auto_ml/predictor.py in class Predictor is/are removed'],edd4c6c0c9c472a2c961c14d772e996be825efc4,110.0,105.0,,,,
Remove Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ num_weak_estimators ] of the method train from the module auto_ml/predictor.py in class Predictor is/are removed'],edd4c6c0c9c472a2c961c14d772e996be825efc4,439.0,314.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ training_params ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],edd9cba8b5350391228f99d27a3e95a4f08c072f,524.0,524.0,,,,
Add Parameter,get_model_from_name,get_model_from_name,auto_ml/utils_models.py,,,,['The parameters [ training_params ] are added to the method get_model_from_name from the module auto_ml/utils_models.py'],edd9cba8b5350391228f99d27a3e95a4f08c072f,20.0,20.0,,,,
Add Parameter,__init__,__init__,auto_ml/utils.py/CustomSparseScaler,,,,['The parameters [ truncate_large_values ] are added to the method __init__ from the module auto_ml/utils.py in class CustomSparseScaler'],fbd9d58d452513c0c2a03619420ef6e20e91d605,412.0,412.0,,,,
