Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Old Location,New Location,Old Method Line,New Method Line,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Add Parameter,test_broken_property,test_broken_property,tests/unittests/core/worker/test_experiment.py,570.0,575.0,['The parameters [ space ] are added to the method test_broken_property from the module tests/unittests/core/worker/test_experiment.py'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_configurable_broken_property,test_configurable_broken_property,tests/unittests/core/worker/test_experiment.py,593.0,598.0,['The parameters [ space ] are added to the method test_configurable_broken_property from the module tests/unittests/core/worker/test_experiment.py'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_experiment_pickleable,test_experiment_pickleable,tests/unittests/core/worker/test_experiment.py,628.0,633.0,['The parameters [ space ] are added to the method test_experiment_pickleable from the module tests/unittests/core/worker/test_experiment.py'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_experiment_stats,test_experiment_stats,tests/unittests/core/worker/test_experiment.py,611.0,616.0,['The parameters [ space ] are added to the method test_experiment_stats from the module tests/unittests/core/worker/test_experiment.py'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_fetch_all_trials,test_fetch_all_trials,tests/unittests/core/worker/test_experiment.py,483.0,488.0,['The parameters [ space ] are added to the method test_fetch_all_trials from the module tests/unittests/core/worker/test_experiment.py'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_fetch_non_completed_trials,test_fetch_non_completed_trials,tests/unittests/core/worker/test_experiment.py,509.0,514.0,['The parameters [ space ] are added to the method test_fetch_non_completed_trials from the module tests/unittests/core/worker/test_experiment.py'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_fetch_pending_trials,test_fetch_pending_trials,tests/unittests/core/worker/test_experiment.py,493.0,498.0,['The parameters [ space ] are added to the method test_fetch_pending_trials from the module tests/unittests/core/worker/test_experiment.py'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_is_done_property_no_pending,test_is_done_property_no_pending,tests/unittests/core/worker/test_experiment.py,549.0,554.0,['The parameters [ space ] are added to the method test_is_done_property_no_pending from the module tests/unittests/core/worker/test_experiment.py'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_is_done_property_with_pending,test_is_done_property_with_pending,tests/unittests/core/worker/test_experiment.py,525.0,530.0,['The parameters [ space ] are added to the method test_is_done_property_with_pending from the module tests/unittests/core/worker/test_experiment.py'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,test_register_trials,test_register_trials,tests/unittests/core/worker/test_experiment.py,410.0,417.0,['The parameters [ space ] are added to the method test_register_trials from the module tests/unittests/core/worker/test_experiment.py'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
